R_ID	SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Units	Type
SEMA3A	3222-11_2	SL010379	Semaphorin-3A	Semaphorin 3A	Q14563	10371	SEMA3A	Human	RFU	Protein
SEMA3E	5363-51_3	SL010470	Semaphorin-3E	Semaphorin 3E	O15041	9723	SEMA3E	Human	RFU	Protein
SEMA5A	13132-14_3	SL008522	Semaphorin-5A	SEM5A	Q13591	9037	SEMA5A	Human	RFU	Protein
SEMA6A	5122-92_2	SL005214	Semaphorin-6A	Semaphorin-6A	Q9H2E6	57556	SEMA6A	Human	RFU	Protein
SEMA6B	5121-3_2	SL014248	Semaphorin-6B	SEM6B	Q9H3T3	10501	SEMA6B	Human	RFU	Protein
SERPINA1	3580-25_8	SL000249	Alpha-1-antitrypsin	a1-Antitrypsin	P01009	5265	SERPINA1	Human	RFU	Protein
SERPINA10	13119-26_3	SL004467	Protein Z-dependent protease inhibitor	protein Z inhibitor	Q9UK55	51156	SERPINA10	Human	RFU	Protein
SERPINA3	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	RFU	Protein
SERPINA3.1	4153-11_2	SL018548	Alpha-1-antichymotrypsin complex	alpha-1-antichymotrypsin complex	P01011	12	SERPINA3	Human	RFU	Protein
SERPINA4	3449-58_2	SL004876	Kallistatin	Kallistatin	P29622	5267	SERPINA4	Human	RFU	Protein
SERPINA5	3389-7_2	SL000550	Plasma serine protease inhibitor	PCI	P05154	5104	SERPINA5	Human	RFU	Protein
SERPINA6	4785-30_3	SL000347	Corticosteroid-binding globulin	CBG	P08185	866	SERPINA6	Human	RFU	Protein
SERPINA7	2706-69_2	SL000590	Thyroxine-binding globulin	Thyroxine-Binding Globulin	P05543	6906	SERPINA7	Human	RFU	Protein
SERPINC1	3344-60_4	SL000272	Antithrombin-III	Antithrombin III	P01008	462	SERPINC1	Human	RFU	Protein
SERPIND1	3316-58_1	SL004466	Heparin cofactor 2	Heparin cofactor II	P05546	3053	SERPIND1	Human	RFU	Protein
SERPINE1	2925-9_1	SL000006	Plasminogen activator inhibitor 1	PAI-1	P05121	5054	SERPINE1	Human	RFU	Protein
SERPINE2	3217-74_2	SL004457	Glia-derived nexin	Protease nexin I	P07093	5270	SERPINE2	Human	RFU	Protein
SERPINF1	9211-19_3	SL003066	Pigment epithelium-derived factor	PEDF	P36955	5176	SERPINF1	Human	RFU	Protein
SERPINF2	3024-18_2	SL000250	Alpha-2-antiplasmin	a2-Antiplasmin	P08697	5345	SERPINF2	Human	RFU	Protein
SERPING1	4479-14_2	SL000308	Plasma protease C1 inhibitor	C1-Esterase Inhibitor	P05155	710	SERPING1	Human	RFU	Protein
SET	5364-7_3	SL007336	Protein SET	SET	Q01105	6418	SET	Human	RFU	Protein
SEZ6L2	3867-49_1	SL011630	Seizure 6-like protein 2	SE6L2	Q6UXD5	26470	SEZ6L2	Human	RFU	Protein
SFN	4829-43_6	SL001737	14-3-3 protein sigma	STRATIFIN	P31947	2810	SFN	Human	RFU	Protein
SFRP1	3221-54_1	SL003770	Secreted frizzled-related protein 1	SARP-2	Q8N474	6422	SFRP1	Human	RFU	Protein
SFTPD	4414-69_2	SL004484	Pulmonary surfactant-associated protein D	SP-D	P35247	6441	SFTPD	Human	RFU	Protein
SGTA	3868-8_1	SL011533	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	O43765	6449	SGTA	Human	RFU	Protein
SH2D1A	4567-82_2	SL014468	SH2 domain-containing protein 1A	SH21A	O60880	4068	SH2D1A	Human	RFU	Protein
SHBG	4929-55_1	SL005102	Sex hormone-binding globulin	SHBG	P04278	6462	SHBG	Human	RFU	Protein
SHC1	5272-55_2	SL014469	SHC-transforming protein 1	SHC1	P29353	6464	SHC1	Human	RFU	Protein
SHH	2743-5_2	SL005220	Sonic hedgehog protein	Sonic Hedgehog	Q15465	6469	SHH	Human	RFU	Protein
SIGLEC1	4464-10_2	SL001753	Sialoadhesin	Sialoadhesin	Q9BZZ2	6614	SIGLEC1	Human	RFU	Protein
SIGLEC14	5125-6_3	SL014292	Sialic acid-binding Ig-like lectin 14	SIG14	Q08ET2	100049587	SIGLEC14	Human	RFU	Protein
SIGLEC6	2741-22_2	SL005217	Sialic acid-binding Ig-like lectin 6	Siglec-6	O43699	946	SIGLEC6	Human	RFU	Protein
SIGLEC7	2742-68_2	SL005218	Sialic acid-binding Ig-like lectin 7	Siglec-7	Q9Y286	27036	SIGLEC7	Human	RFU	Protein
SIGLEC9	3007-7_2	SL005219	Sialic acid-binding Ig-like lectin 9	Siglec-9	Q9Y336	27180	SIGLEC9	Human	RFU	Protein
SIRPA	5430-66_3	SL008967	Tyrosine-protein phosphatase non-receptor type substrate 1	SHPS1	P78324	140885	SIRPA	Human	RFU	Protein
SIRT2	5030-52_1	SL006629	NAD-dependent protein deacetylase sirtuin-2	SIRT2	Q8IXJ6	22933	SIRT2	Human	RFU	Protein
SKP1	3902-21_2	SL008808	S-phase kinase-associated protein 1	SKP1	P63208	6500	SKP1	Human	RFU	Protein
SLAMF6	5128-53_3	SL014228	SLAM family member 6	SLAF6	Q96DU3	114836	SLAMF6	Human	RFU	Protein
SLAMF7	5487-7_3	SL016928	SLAM family member 7	SLAF7	Q9NQ25	57823	SLAMF7	Human	RFU	Protein
SLC25A18	5280-68_5	SL016563	Mitochondrial glutamate carrier 2	GHC2	Q9H1K4	83733	SLC25A18	Human	RFU	Protein
SLITRK1	3643-90_2	SL008760	SLIT and NTRK-like protein 1	SLIK1	Q96PX8	114798	SLITRK1	Human	RFU	Protein
SLITRK5	4568-17_2	SL014070	SLIT and NTRK-like protein 5	SLIK5	O94991	26050	SLITRK5	Human	RFU	Protein
SLPI	4413-3_2	SL001888	Antileukoproteinase	SLPI	P03973	6590	SLPI	Human	RFU	Protein
SMAD2	10364-6_3	SL004101	Mothers against decapentaplegic homolog 2	SMAD2	Q15796	4087	SMAD2	Human	RFU	Protein
SMAD3	10363-13_3	SL004097	Mothers against decapentaplegic homolog 3	SMAD3	P84022	4088	SMAD3	Human	RFU	Protein
SMOC1	13118-5_3	SL011888	SPARC-related modular calcium-binding protein 1	SMOC1	Q9H4F8	64093	SMOC1	Human	RFU	Protein
SMPDL3A	4771-10_3	SL012754	Acid sphingomyelinase-like phosphodiesterase 3a	ASM3A	Q92484	10924	SMPDL3A	Human	RFU	Protein
SNAP25	13105-7_3	SL007311	Synaptosomal-associated protein 25	SNP25	P60880	6616	SNAP25	Human	RFU	Protein
SNCA	8458-111_3	SL005266	Alpha-synuclein	a-Synuclein	P37840	6622	SNCA	Human	RFU	Protein
SNRPF	5494-52_3	SL009790	Small nuclear ribonucleoprotein F	RUXF	P62306	6636	SNRPF	Human	RFU	Protein
SNX4	3903-49_2	SL005372	Sorting nexin-4	Sorting nexin 4	O95219	8723	SNX4	Human	RFU	Protein
SOD1	2794-60_2	SL000581	Superoxide dismutase [Cu-Zn]	SOD	P00441	6647	SOD1	Human	RFU	Protein
SOD2	5008-51_1	SL001815	Superoxide dismutase [Mn], mitochondrial	Mn SOD	P04179	6648	SOD2	Human	RFU	Protein
SOD3	8463-2_3	SL003672	Extracellular superoxide dismutase [Cu-Zn]	SOD3	P08294	6649	SOD3	Human	RFU	Protein
SORCS2	4569-52_2	SL014091	VPS10 domain-containing receptor SorCS2	SORC2	Q96PQ0	57537	SORCS2	Human	RFU	Protein
SOST	13101-60_3	SL007631	Sclerostin	SOST	Q9BQB4	50964	SOST	Human	RFU	Protein
SPARC	3043-49_2	SL000532	SPARC	ON	P09486	6678	SPARC	Human	RFU	Protein
SPARCL1	4467-49_2	SL005488	SPARC-like protein 1	SPARCL1	Q14515	8404	SPARCL1	Human	RFU	Protein
SPHK1	4294-16_2	SL006088	Sphingosine kinase 1	Sphingosine kinase 1	Q9NYA1	8877	SPHK1	Human	RFU	Protein
SPHK2	4468-21_2	SL014029	Sphingosine kinase 2	SPHK2	Q9NRA0	56848	SPHK2	Human	RFU	Protein
SPINT1	2828-82_2	SL004645	Kunitz-type protease inhibitor 1	HAI-1	O43278	6692	SPINT1	Human	RFU	Protein
SPINT2	2843-13_2	SL001897	Kunitz-type protease inhibitor 2	SPINT2	O43291	10653	SPINT2	Human	RFU	Protein
SPOCK1	5490-53_3	SL010384	Testican-1	Testican-1	Q08629	6695	SPOCK1	Human	RFU	Protein
SPOCK2	5491-12_3	SL010471	Testican-2	Testican-2	Q92563	9806	SPOCK2	Human	RFU	Protein
SPON1	4297-62_3	SL005115	Spondin-1	Spondin-1	Q9HCB6	10418	SPON1	Human	RFU	Protein
SPP1	13113-7_3	SL002688	Osteopontin	Osteopontin	P10451	6696	SPP1	Human	RFU	Protein
SPTAN1	5031-10_1	SL008190	Spectrin alpha chain, non-erythrocytic 1	SPTA2	Q13813	6709	SPTAN1	Human	RFU	Protein
SRC	5488-74_3	SL010516	Proto-oncogene tyrosine-protein kinase Src	SRCN1	P12931	6714	SRC	Human	RFU	Protein
SSRP1	5032-64_1	SL009868	FACT complex subunit SSRP1	SSRP1	Q08945	6749	SSRP1	Human	RFU	Protein
SST	5957-30_3	SL011510	Somatostatin-28	Somatostatin-28	P61278	6750	SST	Human	RFU	Protein
STAB2	3399-31_2	SL007560	Stabilin-2	STAB2	Q8WWQ8	55576	STAB2	Human	RFU	Protein
STAT1	10370-21_3	SL004396	Signal transducer and activator of transcription 1-alpha/beta	STAT1	P42224	6772	STAT1	Human	RFU	Protein
STAT3	10346-5_3	SL007221	Signal transducer and activator of transcription 3	STAT3	P40763	6774	STAT3	Human	RFU	Protein
STAT6	10372-18_3	SL007229	Signal transducer and activator of transcription 6	STAT6	P42226	6778	STAT6	Human	RFU	Protein
STC1	4930-21_1	SL005789	Stanniocalcin-1	Stanniocalcin-1	P52823	6781	STC1	Human	RFU	Protein
STIP1	5489-18_3	SL010250	Stress-induced-phosphoprotein 1	Stress-induced-phosphoprotein 1	P31948	10963	STIP1	Human	RFU	Protein
STK16	3471-49_1	SL010517	Serine/threonine-protein kinase 16	STK16	O75716	8576	STK16	Human	RFU	Protein
STK17B	5249-31_3	SL016566	Serine/threonine-protein kinase 17B	DRAK2	O94768	9262	STK17B	Human	RFU	Protein
STUB1	10336-3_3	SL019100	E3 ubiquitin-protein ligase CHIP	CHIP	Q9UNE7	10273	STUB1	Human	RFU	Protein
STX1A	3766-51_4	SL004304	Syntaxin-1A	STX1a	Q16623	6804	STX1A	Human	RFU	Protein
SUMO3	9169-14_3	SL018938	Small ubiquitin-related modifier 3	SUMO3	P55854	6613	SUMO3	Human	RFU	Protein
SYNCRIP	4224-7_2	SL007022	Heterogeneous nuclear ribonucleoprotein Q	HNRPQ	O60506	10492	SYNCRIP	Human	RFU	Protein
TACSTD2	2619-72_2	SL001890	Tumor-associated calcium signal transducer 2	GA733-1 protein	P09758	4070	TACSTD2	Human	RFU	Protein
TAGLN2	9201-13_3	SL004811	Transgelin-2	Transgelin-2	P37802	8407	TAGLN2	Human	RFU	Protein
TBK1	3400-49_2	SL007747	Serine/threonine-protein kinase TBK1	TBK1	Q9UHD2	29110	TBK1	Human	RFU	Protein
TBP	2875-15_2	SL006923	TATA-box-binding protein	TBP	P20226	6908	TBP	Human	RFU	Protein
TDGF1	5810-25_3	SL005155	Teratocarcinoma-derived growth factor 1	Cripto	P13385	6997	TDGF1	Human	RFU	Protein
TEC	3646-7_4	SL010518	Tyrosine-protein kinase Tec	TEC	P42680	7006	TEC	Human	RFU	Protein
TEK	3773-15_4	SL003200	Angiopoietin-1 receptor, soluble	sTie-2	Q02763	7010	TEK	Human	RFU	Protein
TF	4162-54_2	SL000601	Serotransferrin	Transferrin	P02787	7018	TF	Human	RFU	Protein
TFF1	9185-15_3	SL008591	Trefoil factor 1	TFF1	P04155	7031	TFF1	Human	RFU	Protein
TFF2	9191-8_3	SL002602	Trefoil factor 2	Trefoil factor 2	Q03403	7032	TFF2	Human	RFU	Protein
TFF3	4721-54_2	SL006119	Trefoil factor 3	TFF3	Q07654	7033	TFF3	Human	RFU	Protein
TFPI	3336-50_1	SL001998	Tissue factor pathway inhibitor	TFPI	P10646	7035	TFPI	Human	RFU	Protein
TG	4165-2_1	SL000587	Thyroglobulin	Thyroglobulin	P01266	7038	TG	Human	RFU	Protein
TGFB1	2333-72_1	SL000584	Transforming growth factor beta-1	TGF-b1	P01137	7040	TGFB1	Human	RFU	Protein
TGFB2	4156-74_1	SL000088	Transforming growth factor beta-2	TGF-b2	P61812	7042	TGFB2	Human	RFU	Protein
TGFB3	3520-58_1	SL000089	Transforming growth factor beta-3	TGF-b3	P10600	7043	TGFB3	Human	RFU	Protein
TGFBI	3283-21_1	SL006544	Transforming growth factor-beta-induced protein ig-h3	BGH3	Q15582	7045	TGFBI	Human	RFU	Protein
TGFBR2	5133-17_3	SL002078	TGF-beta receptor type-2	TGF-b R II	P37173	7048	TGFBR2	Human	RFU	Protein
TGFBR3	3009-3_2	SL005059	Transforming growth factor beta receptor type 3	TGF-b R III	Q03167	7049	TGFBR3	Human	RFU	Protein
TGM3	4471-50_2	SL008945	Protein-glutamine gamma-glutamyltransferase E	TGM3	Q08188	7053	TGM3	Human	RFU	Protein
THBS1	3474-19_2	SL002705	Thrombospondin-1	Thrombospondin-1	P07996	7057	THBS1	Human	RFU	Protein
THBS2	3339-33_1	SL007206	Thrombospondin-2	TSP2	P35442	7058	THBS2	Human	RFU	Protein
THBS4	3340-53_1	SL007207	Thrombospondin-4	TSP4	P35443	7060	THBS4	Human	RFU	Protein
THPO	5947-90_3	SL000598	Thrombopoietin	Tpo	P40225	7066	THPO	Human	RFU	Protein
TIE1	2844-53_2	SL003199	Tyrosine-protein kinase receptor Tie-1, soluble	sTie-1	P35590	7075	TIE1	Human	RFU	Protein
TIMP1	2211-9_6	SL000591	Metalloproteinase inhibitor 1	TIMP-1	P01033	7076	TIMP1	Human	RFU	Protein
TIMP2	2278-61_4	SL000592	Metalloproteinase inhibitor 2	TIMP-2	P16035	7077	TIMP2	Human	RFU	Protein
TIMP3	2480-58_3	SL003043	Metalloproteinase inhibitor 3	TIMP-3	P35625	7078	TIMP3	Human	RFU	Protein
TK1	4301-58_2	SL000057	Thymidine kinase, cytosolic	Thymidine kinase	P04183	7083	TK1	Human	RFU	Protein
TKT	4306-4_2	SL003655	Transketolase	Transketolase	P29401	7086	TKT	Human	RFU	Protein
TLR2	3835-11_2	SL004492	Toll-like receptor 2	TLR2	O60603	7097	TLR2	Human	RFU	Protein
TLR4	11101-18_3	SL004489	Toll-like receptor 4	TLR4	O00206	7099	TLR4	Human	RFU	Protein
TLR4.LY96	3647-49_4	SL018625	Toll-like receptor 4:Lymphocyte antigen 96 complex	TLR4:MD-2 complex	O00206  Q9Y6Y9	7099 23643	TLR4 LY96	Human	RFU	Protein
TMPRSS15	3189-61_2	SL010372	Enteropeptidase	Enterokinase	P98073	5651	TMPRSS15	Human	RFU	Protein
TNC	4155-3_2	SL003198	Tenascin	Tenascin	P24821	3371	TNC	Human	RFU	Protein
TNF	5936-53_3	SL002517	Tumor necrosis factor	TNF-a	P01375	7124	TNF	Human	RFU	Protein
TNFAIP6	5036-50_1	SL004782	Tumor necrosis factor-inducible gene 6 protein	TSG-6	P98066	7130	TNFAIP6	Human	RFU	Protein
TNFRSF10A	4832-75_2	SL004156	Tumor necrosis factor receptor superfamily member 10A	TRAIL R1	O00220	8797	TNFRSF10A	Human	RFU	Protein
TNFRSF10B	5534-49_2	SL004157	Tumor necrosis factor receptor superfamily member 10B	TRAIL R2	O14763	8795	TNFRSF10B	Human	RFU	Protein
TNFRSF10D	14121-24_3	SL004159	Tumor necrosis factor receptor superfamily member 10D	TRAIL R4	Q9UBN6	8793	TNFRSF10D	Human	RFU	Protein
TNFRSF11A	5424-55_3	SL003690	Tumor necrosis factor receptor superfamily member 11A	RANK	Q9Y6Q6	8792	TNFRSF11A	Human	RFU	Protein
TNFRSF11B	2526-53_3	SL002539	Tumor necrosis factor receptor superfamily member 11B	OPG	O00300	4982	TNFRSF11B	Human	RFU	Protein
TNFRSF12A	5138-50_3	SL004366	Tumor necrosis factor receptor superfamily member 12A	TWEAKR	Q9NP84	51330	TNFRSF12A	Human	RFU	Protein
TNFRSF13B	2704-74_1	SL004364	Tumor necrosis factor receptor superfamily member 13B	TACI	O14836	23495	TNFRSF13B	Human	RFU	Protein
TNFRSF13C	5383-14_3	SL004671	Tumor necrosis factor receptor superfamily member 13C	BAFF Receptor	Q96RJ3	115650	TNFRSF13C	Human	RFU	Protein
TNFRSF14	5352-11_3	SL004145	Tumor necrosis factor receptor superfamily member 14	HVEM	Q92956	8764	TNFRSF14	Human	RFU	Protein
TNFRSF17	2665-26_2	SL004672	Tumor necrosis factor receptor superfamily member 17	BCMA	Q02223	608	TNFRSF17	Human	RFU	Protein
TNFRSF18	5526-53_3	SL004859	Tumor necrosis factor receptor superfamily member 18	GITR	Q9Y5U5	8784	TNFRSF18	Human	RFU	Protein
TNFRSF19	5131-15_3	SL004863	Tumor necrosis factor receptor superfamily member 19	TAJ	Q9NS68	55504	TNFRSF19	Human	RFU	Protein
TNFRSF1A	2654-19_1	SL001992	Tumor necrosis factor receptor superfamily member 1A	TNF sR-I	P19438	7132	TNFRSF1A	Human	RFU	Protein
TNFRSF1B	3152-57_1	SL001800	Tumor necrosis factor receptor superfamily member 1B	TNF sR-II	P20333	7133	TNFRSF1B	Human	RFU	Protein
TNFRSF21	5404-53_3	SL004871	Tumor necrosis factor receptor superfamily member 21	DR6	O75509	27242	TNFRSF21	Human	RFU	Protein
TNFRSF4	3730-81_2	SL011448	Tumor necrosis factor receptor superfamily member 4	TNR4	P43489	7293	TNFRSF4	Human	RFU	Protein
TNFRSF6B	5070-76_3	SL003739	Tumor necrosis factor receptor superfamily member 6B	DcR3	O95407	8771	TNFRSF6B	Human	RFU	Protein
TNFRSF8	2605-49_2	SL004180	Tumor necrosis factor receptor superfamily member 8	CD30	P28908	943	TNFRSF8	Human	RFU	Protein
TNFRSF9	2598-9_3	SL004126	Tumor necrosis factor receptor superfamily member 9	4-1BB	Q07011	3604	TNFRSF9	Human	RFU	Protein
TNFSF11	2917-3_2	SL002541	Tumor necrosis factor ligand superfamily member 11	sRANKL	O14788	8600	TNFSF11	Human	RFU	Protein
TNFSF12	5939-42_3	SL004365	Tumor necrosis factor ligand superfamily member 12	TWEAK	O43508	8742	TNFSF12	Human	RFU	Protein
TNFSF13B	3059-50_2	SL004327	Tumor necrosis factor ligand superfamily member 13B	BAFF	Q9Y275	10673	TNFSF13B	Human	RFU	Protein
TNFSF14	5355-69_3	SL004648	Tumor necrosis factor ligand superfamily member 14	LIGHT	O43557	8740	TNFSF14	Human	RFU	Protein
TNFSF15	2968-61_1	SL004686	Tumor necrosis factor ligand superfamily member 15	TNFSF15	O95150	9966	TNFSF15	Human	RFU	Protein
TNFSF18	2708-54_2	SL004326	Tumor necrosis factor ligand superfamily member 18	TNFSF18	Q9UNG2	8995	TNFSF18	Human	RFU	Protein
TNFSF4	2839-2_1	SL004649	Tumor necrosis factor ligand superfamily member 4	OX40 Ligand	P23510	7292	TNFSF4	Human	RFU	Protein
TNFSF8	3421-54_2	SL004635	Tumor necrosis factor ligand superfamily member 8	CD30 Ligand	P32971	944	TNFSF8	Human	RFU	Protein
TNFSF9	2599-51_2	SL003735	Tumor necrosis factor ligand superfamily member 9	4-1BB ligand	P41273	8744	TNFSF9	Human	RFU	Protein
TNNI2	5440-26_3	SL004594	Troponin I, fast skeletal muscle	Troponin I, skeletal, fast twitch	P48788	7136	TNNI2	Human	RFU	Rat Protein
TNNI3	5441-67_3	SL001761	Troponin I, cardiac muscle	Troponin I	P19429	7137	TNNI3	Human	RFU	Rat Protein
TNNT2	5315-22_3	SL000052	Troponin T, cardiac muscle	Troponin T	P45379	7139	TNNT2	Human	RFU	Protein
TOP1	2876-74_2	SL004305	DNA topoisomerase 1	Topoisomerase I	P11387	7150	TOP1	Human	RFU	Protein
TP53	6152-111_3	SL000074	Cellular tumor antigen p53	p53	P04637	7157	TP53	Human	RFU	Protein
TPI1	4309-59_3	SL004812	Triosephosphate isomerase	Triosephosphate isomerase	P60174	7167	TPI1	Human	RFU	Protein
TPM1	5033-27_1	SL004737	Tropomyosin alpha-1 chain	Tropomyosin 1 alpha chain	P09493	7168	TPM1	Human	RFU	Protein
TPM2	4472-5_2	SL004908	Tropomyosin beta chain	Tropomyosin 2	P07951	7169	TPM2	Human	RFU	Protein
TPM4	7660-21_3	SL003646	Tropomyosin alpha-4 chain	Tropomyosin 4	P67936	7171	TPM4	Human	RFU	Protein
TPO	3873-51_2	SL000588	Thyroid peroxidase	TMA	P07202	7173	TPO	Human	RFU	Protein
TPSB2	3403-1_2	SL010617	Tryptase beta-2	TPSB2	P20231	64499	TPSB2	Human	RFU	Protein
TPSG1	3404-51_2	SL010619	Tryptase gamma	TPSG1	Q9NRR2	25823	TPSG1	Human	RFU	Protein
TPT1	3872-2_1	SL005679	Translationally-controlled tumor protein	TCTP	P13693	7178	TPT1	Human	RFU	Protein
TSLP	3010-53_2	SL004687	Thymic stromal lymphopoietin	TSLP	Q969D9	85480	TSLP	Human	RFU	Protein
TXNDC12	4815-25_3	SL016128	Thioredoxin domain-containing protein 12	TXD12	O95881	51060	TXNDC12	Human	RFU	Protein
TYK2	5260-80_3	SL007181	Non-receptor tyrosine-protein kinase TYK2	TYK2	P29597	7297	TYK2	Human	RFU	Protein
TYMS	5035-7_1	SL000142	Thymidylate synthase	TS	P04818	7298	TYMS	Human	RFU	Protein
TYRO3	2611-72_2	SL004136	Tyrosine-protein kinase receptor TYRO3	Dtk	Q06418	7301	TYRO3	Human	RFU	Protein
UBB	6641-60_3	SL017289	PolyUbiquitin K48-linked	PolyUbiquitin K48	P0CG47	7314	UBB	Human	RFU	Protein
UBC	6647-55_3	SL017290	PolyUbiquitin K63-linked	PolyUbiquitin K63	P0CG48	7316	UBC	Human	RFU	Protein
UBE2G2	9199-6_3	SL018946	Ubiquitin-conjugating enzyme E2 G2	UB2G2	P60604	7327	UBE2G2	Human	RFU	Protein
UBE2I	2877-3_1	SL004306	SUMO-conjugating enzyme UBC9	UBC9	P63279	7329	UBE2I	Human	RFU	Protein
UBE2L3	3874-8_1	SL008157	Ubiquitin-conjugating enzyme E2 L3	UB2L3	P68036	7332	UBE2L3	Human	RFU	Protein
UBE2N	3905-62_1	SL008143	Ubiquitin-conjugating enzyme E2 N	UBE2N	P61088	7334	UBE2N	Human	RFU	Protein
UCHL1	5019-16_2	SL002803	Ubiquitin carboxyl-terminal hydrolase isozyme L1	PGP9.5	P09936	7345	UCHL1	Human	RFU	Protein
UFC1	3405-6_2	SL010529	Ubiquitin-fold modifier-conjugating enzyme 1	UFC1	Q9Y3C8	51506	UFC1	Human	RFU	Protein
UFM1	3836-51_2	SL010528	Ubiquitin-fold modifier 1	UFM1	P61960	51569	UFM1	Human	RFU	Protein
ULBP1	3081-70_2	SL005227	NKG2D ligand 1	ULBP-1	Q9BZM6	80329	ULBP1	Human	RFU	Protein
ULBP2	3082-9_2	SL005228	NKG2D ligand 2	ULBP-2	Q9BZM5	80328	ULBP2	Human	RFU	Protein
ULBP3	2747-3_2	SL005229	NKG2D ligand 3	ULBP-3	Q9BZM4	79465	ULBP3	Human	RFU	Protein
UNC5C	5139-32_3	SL005230	Netrin receptor UNC5C	UNC5H3	O95185	8633	UNC5C	Human	RFU	Protein
UNC5D	5140-56_3	SL005231	Netrin receptor UNC5D	UNC5H4	Q6UXZ4	137970	UNC5D	Human	RFU	Protein
USP25	9215-117_3	SL018947	Ubiquitin carboxyl-terminal hydrolase 25	UBP25	Q9UHP3	29761	USP25	Human	RFU	Protein
VAV1	5275-28_2	SL014488	Proto-oncogene vav	VAV	P15498	7409	VAV1	Human	RFU	Protein
VCAM1	2967-8_1	SL001720	Vascular cell adhesion protein 1	VCAM-1	P19320	7412	VCAM1	Human	RFU	Protein
VEGFA	2597-8_3	SL000002	Vascular endothelial growth factor A	VEGF	P15692	7422	VEGFA	Human	RFU	Protein
VEGFA.1	4867-15_2	SL003310	Vascular endothelial growth factor A, isoform 121	VEGF121	P15692	7422	VEGFA	Human	RFU	Protein
VEGFC	3132-1_1	SL004486	Vascular endothelial growth factor C	VEGF-C	P49767	7424	VEGFC	Human	RFU	Protein
VIP	3522-57_1	SL000615	Vasoactive Intestinal Peptide	Vasoactive Intestinal Peptide	P01282	7432	VIP	Human	RFU	Protein
VTA1	4209-60_2	SL004757	Vacuolar protein sorting-associated protein VTA1 homolog	DRG-1	Q9NP79	51534	VTA1	Human	RFU	Protein
VTN	13125-45_3	SL000616	Vitronectin	Vitronectin	P04004	7448	VTN	Human	RFU	Protein
VWF	3050-7_2	SL000017	von Willebrand factor	vWF	P04275	7450	VWF	Human	RFU	Protein
WFIKKN1	3191-50_2	SL012783	WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1	WFKN1	Q96NZ8	117166	WFIKKN1	Human	RFU	Protein
WFIKKN2	3235-50_2	SL010391	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	WFKN2	Q8TEU8	124857	WFIKKN2	Human	RFU	Protein
WIF1	2848-2_2	SL004652	Wnt inhibitory factor 1	WIF-1	Q9Y5W5	11197	WIF1	Human	RFU	Protein
WISP1	3057-55_1	SL004689	WNT1-inducible-signaling pathway protein 1	WISP-1	O95388	8840	WISP1	Human	RFU	Protein
WISP3	5927-4_3	SL004690	WNT1-inducible-signaling pathway protein 3	WISP-3	O95389	8838	WISP3	Human	RFU	Protein
WNK3	5493-17_3	SL010524	Serine/threonine-protein kinase WNK3	WNK3	Q9BYP7	65267	WNK3	Human	RFU	Protein
WNT7A	4889-82_1	SL009951	Protein Wnt-7a	WNT7A	O00755	7476	WNT7A	Human	RFU	Protein
XCL1	4143-74_2	SL003186	Lymphotactin	Lymphotactin	P47992	6375	XCL1	Human	RFU	Protein
XPNPEP1	3481-87_1	SL011073	Xaa-Pro aminopeptidase 1	XPNPEP1	Q9NQW7	7511	XPNPEP1	Human	RFU	Protein
XRCC6	2835-1_4	SL004301	X-ray repair cross-complementing protein 6	Ku70	P12956	2547	XRCC6	Human	RFU	Protein
YES1	2878-66_2	SL006372	Tyrosine-protein kinase Yes	YES	P07947	7525	YES1	Human	RFU	Protein
YWHAB	14156-33_3	SL004815	14-3-3 protein beta/alpha	14-3-3 protein beta/alpha	P31946	7529	YWHAB	Human	RFU	Protein
YWHAB.YWHAE.YWHAG.YWHAH.YWHAQ.YWHAZ.SFN	4179-57_3	SL017611	14-3-3 protein family	14-3-3	P31946, P62258, P61981, Q04917, P27348, P63104, P31947	7529, 7531, 7532, 7533, 10971, 7534, 2810	YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,SFN	Human	RFU	Protein
YWHAE	14157-21_3	SL004984	14-3-3 protein epsilon	14-3-3E	P62258	7531	YWHAE	Human	RFU	Protein
YWHAQ	7625-27_3	SL008071	14-3-3 protein theta	14-3-3 protein theta	P27348	10971	YWHAQ	Human	RFU	Protein
YWHAZ	5858-6_5	SL005688	14-3-3 protein zeta/delta	14-3-3 protein zeta/delta	P63104	7534	YWHAZ	Human	RFU	Protein
ZAP70	4476-22_2	SL010519	Tyrosine-protein kinase ZAP-70	ZAP70	P43403	7535	ZAP70	Human	RFU	Protein
ZNRF3	14122-132_3	SL018971	E3 ubiquitin-protein ligase ZNRF3	ZNRF3	Q9ULT6	84133	ZNRF3	Human	RFU	Protein
